468	ZM	SRX711195	stem
469	ZM	SRX711001	ear
470	HV	SRX3056726	unknown
471	HV	SRX3056751	unknown
472	ST	SRX1478123	leaf
473	ZM	SRX711106	leaf
474	ZM	SRX711092	leaf
475	ZM	SRX711171	leaf
476	SL	SRX328375	unknown
477	ZM	SRX745299	unknown
478	OS	SRX1549401	unknown
479	ZM	SRX2251459	leaf
480	ZM	SRX1120746	leaf
481	ZM	SRX711272	stem
482	ZM	SRX343582	leaf
484	ZM	SRX711205	stem
485	ZM	SRX711308	stem
486	ZM	SRX3187858	unknown
487	SL	SRX1160114	ovule
488	ZM	SRX711278	stem
489	SL	SRX2578839	meristem
490	ZM	SRX711302	stem
491	ZM	SRX711296	stem
493	ZM	SRX339815	mature female spikelets
494	ZM	SRX710947	ear
495	SL	SRX328391	unknown
496	ZM	SRX745307	unknown
497	ZM	SRX745293	unknown
498	ZM	SRX2251424	leaf
499	ST	SRX2737141	leaf
500	ZM	SRX2593650	embryos
501	ZM	SRX2593627	embryos
502	SL	SRX851881	meristem
503	ST	SRX2737136	leaf
504	ZM	SRX2423175	root
505	ZM	SRX711149	leaf
506	OS	SRX2582226	unknown
507	ZM	SRX711033	ear
508	ZM	SRX711044	leaf
509	ZM	SRX339790	ear
510	ZM	SRX711143	leaf
511	ZM	SRX711134	leaf
512	ZM	SRX711039	ear
513	ZM	SRX339774	embryos
514	OS	SRX1549399	unknown
515	ST	SRX1478085	leaf
516	ST	SRX1478111	leaf
517	ZM	SRX710908	ear
518	SL	SRX2245695	root
519	SL	SRX1160126	ovule
520	ZM	SRX710991	ear
521	ZM	SRX711237	stem
522	ZM	SRX1655618	endosperm
523	ZM	SRX711240	stem
524	ZM	SRX3187884	unknown
525	OS	SRX200748	root
526	ZM	SRX151748	tassel primordia
527	ZM	SRX2251416	leaf
528	ZM	SRX2593662	endosperm
529	ZM	SRX151742	leaf
530	ZM	SRX710975	ear
531	ZM	SRX316709	kernel
532	ZM	SRX710896	ear
533	ZM	SRX710902	ear
535	ZM	SRX3187860	unknown
536	ZM	SRX711330	stem
538	ZM	SRX711115	leaf
539	SL	SRX3615316	callus
540	ZM	SRX711081	leaf
541	ZM	SRX711162	leaf
543	HV	SRX3056742	unknown
544	SL	SRX481135	unknown
545	ZM	SRX2425996	kernel
546	HV	SRX3056748	unknown
547	ST	SRX502841	leaf
548	ST	SRX502836	leaf
549	ZM	SRX711065	leaf
550	ZM	SRX711186	leaf
551	ZM	SRX711012	ear
552	ZM	SRX711168	leaf
553	SL	SRX328382	unknown
554	ST	SRX2737152	leaf
555	ZM	SRX2593643	embryos
556	ZM	SRX2593634	embryos
557	ST	SRX2417173	leaf
558	OS	SRX219960	root
559	OS	SRX1549418	unknown
560	ZM	SRX2251440	leaf
561	ZM	SRX711311	stem
562	ZM	SRX711285	stem
563	OS	SRX2458151	root
564	ZM	SRX718184	ear
565	ZM	SRX710923	ear
566	ZM	SRX339806	root
567	ZM	SRX710954	ear
568	ZM	SRX711261	stem
569	ZM	SRX711216	stem
570	ZM	SRX710929	ear
571	SL	SRX328388	unknown
572	ST	SRX2737158	leaf
573	ZM	SRX2593649	embryos
574	OS	SRX1549412	unknown
575	SL	SRX851876	meristem
576	ST	SRX1478096	leaf
577	ST	SRX1478102	leaf
578	ZM	SRX711150	leaf
579	SL	SRX3615324	callus
580	ZM	SRX711127	leaf
581	ZM	SRX339789	ear
582	ZM	SRX339767	symmetrical division zone
583	ZM	SRX711020	ear
584	ZM	SRX711057	leaf
585	OS	SRX2582235	unknown
586	ZM	SRX339783	leaf
587	ZM	SRX2426001	kernel
588	ST	SRX1478108	leaf
591	ZM	SRX710988	ear
592	ZM	SRX710966	ear
593	ZM	SRX710911	ear
595	ZM	SRX711323	stem
596	ZM	SRX711259	stem
597	ST	SRX3092913	seed tubers
598	ST	SRX2737160	leaf
599	HV	SRX1815087	unknown
600	ZM	SRX2534911	leaf
601	ZM	SRX151751	tassel primordia
602	OS	SRX1549420	unknown
603	OS	SRX219958	root
604	ZM	SRX503032	leaf
605	ZM	SRX1122414	seedling
606	ZM	SRX710982	ear
607	SL	SRX2245668	root
608	ZM	SRX316710	kernel
609	ZM	SRX3187879	unknown
610	ZM	SRX711329	stem
611	OS	SRX3179286	leaf
612	ZM	SRX711224	stem
613	ZM	SRX711253	stem
614	ST	SRX2737150	leaf
615	ZM	SRX2593641	embryos
616	ZM	SRX2593636	embryos
617	ZM	SRX2251442	leaf
618	ZM	SRX1683450	leaf
619	SL	SRX328380	unknown
620	ZM	SRX718186	ear
621	ZM	SRX710921	unknown
622	ZM	SRX339804	root
623	ZM	SRX710956	ear
624	ZM	SRX711313	stem
625	ZM	SRX711287	stem
626	ZM	SRX343577	leaf
627	ZM	SRX711269	stem
628	ZM	SRX711319	stem
629	ZM	SRX711263	stem
630	ZM	SRX711214	stem
632	OS	SRX1549410	unknown
633	SL	SRX851874	meristem
634	ZM	SRX275922	stem
635	ZM	SRX711117	leaf
636	ZM	SRX711083	leaf
637	ZM	SRX711160	leaf
638	HV	SRX2009418	unknown
639	ZM	SRX339757	endosperm
640	ZM	SRX2425994	kernel
641	HV	SRX3056737	unknown
642	HV	SRX3056740	unknown
643	ZM	SRX1528710	ovary
645	ZM	SRX711184	leaf
646	ZM	SRX711010	ear
647	ZM	SRX711089	leaf
648	HV	SRX2009412	unknown
649	ZM	SRX3187871	unknown
650	ZM	SRX711321	stem
651	ST	SRX2239238	root
652	OS	SRX200753	root
653	ST	SRX3092911	seed tubers
654	ZM	SRX710964	ear
655	ZM	SRX316718	endosperm
656	ZM	SRX710913	ear
657	ZM	SRX2035809	kernel
658	HV	SRX1815085	unknown
659	ZM	SRX2534913	leaf
660	ZM	SRX151753	ear
661	ST	SRX2737162	leaf
662	ZM	SRX503030	leaf
663	ZM	SRX151759	meristem
664	ZM	SRX711226	stem
665	ZM	SRX2574388	unknown
666	ZM	SRX711251	stem
667	ZM	SRX1122416	seedling
668	ZM	SRX793138	unknown
670	ZM	SRX316712	kernel
671	SL	SRX2245684	root
672	ZM	SRX710919	ear
673	OS	SRX1736752	unknown
674	ST	SRX1478094	leaf
675	ST	SRX1478100	leaf
676	ZM	SRX1676938	shoot
677	ZM	SRX339765	symmetrical division zone
678	ZM	SRX539532	shoot
679	ZM	SRX711028	ear
680	ZM	SRX711152	leaf
681	SL	SRX3615326	root
682	ZM	SRX711125	leaf
683	ZM	SRX339781	kernel
684	ZM	SRX539538	shoot
685	ZM	SRX711022	ear
686	ZM	SRX711055	leaf
687	OS	SRX2582240	unknown
688	OS	SRX2582237	unknown
689	ZM	SRX711158	leaf
690	ZM	SRX2527290	stem
691	ZM	SRX1676945	unknown
692	OS	SRX1549403	unknown
693	ST	SRX2417168	leaf
694	ST	SRX2737149	leaf
695	ZM	SRX2593658	embryos
